anio,mes,indice_tiempo,empresa,produccion_gas_promedio_dia_mm3
2009,7,2009-07,NECON S.A.,0
2009,7,2009-07,"OCCIDENTAL ARGENTINA EXPLORATION AND PRODUCTION, INC.",1951.39593548387
2009,7,2009-07,OIL M&S S.A.,0
2009,7,2009-07,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,17459.0219354839
2009,7,2009-07,PETRO ANDINA RESOURCES LTD.,145.576451612903
2009,7,2009-07,PETROBRAS ARGENTINA S.A.,12681.6412903226
2009,7,2009-07,PETROLEOS SUDAMERICANOS S.A.,30.6361290322581
2009,7,2009-07,PETROLERA EL TREBOL S.A.,7.0918064516129
2009,7,2009-07,PETROLERA ENTRE LOMAS S.A.,991.225806451613
2009,7,2009-07,PETROLERA LF COMPANY S.R.L.,4873.6935483871
2009,7,2009-07,PETROLERA PATAGONIA S.R.L.,0
2009,7,2009-07,PETROLERA PIEDRA DEL AGUILA S.A.,27.6620322580645
2009,7,2009-07,PETROLERA SAN JOSE S.R.L.,7.77483870967742
2009,7,2009-07,PETROMINERA CHUBUT S.E.,0
2009,7,2009-07,PETROQUIMICA COMODORO RIVADAVIA S.A.,676.698064516129
2009,7,2009-07,PLUSPETROL ENERGY S.A.,6007.67706451613
2009,7,2009-07,PLUSPETROL S.A.,4452.82861290323
2009,7,2009-07,ROCH S.A.,1058.61619354839
2009,7,2009-07,SAN JORGE PETROLEUM S.A.,7.06970967741935
2009,7,2009-07,TECPETROL S.A.,4872.8504516129
2009,7,2009-07,TOTAL AUSTRAL S.A.,36380.5778387097
2009,7,2009-07,YPF S.A.,36229.1689709677
2009,8,2009-08,ALIANZA PETROLERA ARGENTINA S.A.,0
2009,8,2009-08,APACHE ENERGIA ARGENTINA S.R.L.,3574.17419354839
2009,8,2009-08,APACHE PETROLERA ARGENTINA S.A.,21.9387096774194
2009,8,2009-08,APCO ARGENTINA INC.,0
2009,8,2009-08,ARGENTA ENERGIA S.A.,0
2009,8,2009-08,CAPEX S.A.,1934.18225806452
2009,8,2009-08,CENTRAL INTERNATIONAL CORPORATION (SUCURSAL ARGENTINA),20.3870967741935
2009,8,2009-08,CHAÑARES ENERGIA S.A.,18.1479032258065
2009,8,2009-08,CHEVRON ARGENTINA S.R.L.,1443.10838709677
2009,8,2009-08,CLEAR S.R.L.,18.332935483871
2009,8,2009-08,COLHUE HUAPI S.A.,16.6225806451613
2009,8,2009-08,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,40.5009677419355
2009,8,2009-08,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,93.6916129032258
2009,8,2009-08,"CRI HOLDING, INC.",1.105
2009,8,2009-08,DAPETROL S.A.,0
2009,8,2009-08,EHRENCAP S.A.,0
2009,8,2009-08,ENAP SIPETROL ARGENTINA S.A.,797.219
